VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEE1M,Snohomish,Lake Stevens,WA,98258.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39.0,181156181,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061053505.0
3FA6P0PU3G,Kittitas,Ellensburg,WA,98926.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,13.0,226064996,POINT (-120.544475 46.994),BONNEVILLE POWER ADMINISTRATION||CITY OF ELLENSBURG - (WA),53037975600.0
1N4AZ1CV6N,Thurston,Tumwater,WA,98501.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22.0,195122644,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010801.0
KM8KRDAF3P,Pierce,Graham,WA,98338.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,219195343,POINT (-122.2953401 47.0763961),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073118.0
KNDRMDLH6N,Benton,West Richland,WA,99353.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,8.0,205774866,POINT (-119.3535873 46.2778489),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010703.0
5YJ3E1EB5J,Kitsap,Bainbridge Island,WA,98110.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23.0,474690002,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090902.0
1G1RB6S59K,Spokane,Spokane,WA,99202.0,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,3.0,276950908,POINT (-117.383045 47.661935),MODERN ELECTRIC WATER COMPANY,53063002900.0
5YJSA1E28G,Spokane,Spokane,WA,99208.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,6.0,348425836,POINT (-117.40725 47.718625),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010701.0
7SAYGDEEXN,Okanogan,Winthrop,WA,98862.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,192608146,POINT (-120.1774093 48.4741766),"OKANOGAN COUNTY ELEC COOP, INC",53047970900.0
3FMTK1RM3P,Pierce,Fife,WA,98424.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,25.0,227299887,POINT (-122.36151 47.241885),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940013.0
5YJ3E1EA3P,King,Kent,WA,98042.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47.0,249587089,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032006.0
5UXKT0C38H,Spokane,Spokane Valley,WA,99216.0,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,4.0,204902701,POINT (-117.21264 47.6587754),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063011400.0
JTDKARFP3H,Spokane,Spokane,WA,99205.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,3.0,133851644,POINT (-117.42694 47.67946),MODERN ELECTRIC WATER COMPANY,53063001900.0
5YJYGDEE9L,Whatcom,Bellingham,WA,98225.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,40.0,112561438,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001101.0
5YJYGDED3M,Kitsap,Bremerton,WA,98312.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,230163489,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400.0
7SAYGDEE3N,Snohomish,Stanwood,WA,98292.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,189989537,POINT (-122.3684051 48.2414921),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053201.0
7SAYGDEF0P,Pierce,Puyallup,WA,98375.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,235243970,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073126.0
1N4AZ1CP9J,Pierce,Lake Tapps,WA,98391.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,31.0,326627976,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070307.0
JTDKN3DP6D,Clallam,Sequim,WA,98382.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,24.0,321069836,POINT (-123.105015 48.08104),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002002.0
JTDKARFP3H,King,Sammamish,WA,98029.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,5.0,247480782,POINT (-121.999595 47.547635),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211.0
5YJXCBE44L,Chelan,Manson,WA,98831.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,12.0,144835974,POINT (-120.1531 47.885505),PUD NO 1 OF CHELAN COUNTY,53007960400.0
JN1AZ0CP9C,Pierce,Tacoma,WA,98406.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,28.0,204594799,POINT (-122.490985 47.26365),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061001.0
7SAYGDEEXN,Snohomish,Lynnwood,WA,98036.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,220564550,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051931.0
7SAYGDEE2P,King,Bothell,WA,98011.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,221139768,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803.0
WA1F2AFYXP,Pierce,Lakewood,WA,98498.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,28.0,227231329,POINT (-122.547645 47.176685),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072105.0
5YJ3E1EB2N,Whatcom,Bellingham,WA,98226.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,202255791,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804.0
5YJ3E1EAXP,King,Renton,WA,98056.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,252746910,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025401.0
YV4ED3UA5N,King,Issaquah,WA,98027.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,207601383,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102.0
1FADP5CU8G,Pierce,Orting,WA,98360.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2.0,229522163,POINT (-122.2032237 47.0942956),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070404.0
3C3CFFGE1H,Snohomish,Mukilteo,WA,98275.0,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21.0,106014429,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061041301.0
JN1AZ0CP7C,Whatcom,Deming,WA,98244.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,42.0,224402685,POINT (-122.2147543 48.8233229),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103.0
7SAYGAEE5P,King,Kent,WA,98031.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33.0,240822431,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207.0
7SAYGDEE8P,Snohomish,Snohomish,WA,98296.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,228076250,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052122.0
4JGDM4EB8P,King,Auburn,WA,98092.0,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31.0,251262014,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031202.0
5YJ3E1EB8M,Kitsap,Port Orchard,WA,98367.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,148967241,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092902.0
KNDJP3AEXG,Pierce,Tacoma,WA,98407.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,27.0,258458259,POINT (-122.5113356 47.2923828),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060400.0
5YJ3E1EB1L,King,Seattle,WA,98101.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,43.0,227371441,POINT (-122.33589 47.61099),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008200.0
1G1RB6S57H,King,Maple Valley,WA,98038.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,5.0,241071946,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032007.0
1N4AZ1CP5J,Whatcom,Bellingham,WA,98226.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,40.0,240347474,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804.0
3FA6P0PU8G,Pierce,Kapowsin,WA,98344.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2.0,192402612,POINT (-122.23469 46.98436),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073119.0
5YJ3E1EA0K,Snohomish,Lynnwood,WA,98036.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32.0,224636247,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051402.0
1G1RB6S52K,Pierce,University Place,WA,98466.0,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,28.0,141048841,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072307.0
5YJ3E1EA3N,Elmore,Mountain Home Afb,ID,83648.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,,185816935,POINT (-115.85587 43.05484),NON WASHINGTON STATE ELECTRIC UTILITY,16039960500.0
5YJSA1E24J,King,Newcastle,WA,98059.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,41.0,148799479,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0
5YJSA1DP6D,King,Vashon,WA,98070.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,34.0,223523135,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702.0
5YJYGDEE3M,King,Auburn,WA,98001.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47.0,167108546,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029901.0
1N4BZ1CP8K,Island,Freeland,WA,98249.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10.0,474820860,POINT (-122.544745 48.03024),PUGET SOUND ENERGY INC,53029971301.0
5YJSA1E28J,Benton,Richland,WA,99352.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,8.0,326693041,POINT (-119.2952071 46.272495),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010818.0
5YJ3E1EB7P,King,Redmond,WA,98052.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,251350340,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803.0
7SAYGDEE1N,King,Bellevue,WA,98027.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,205875638,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008.0
1G1FY6S09N,Pierce,South Hill,WA,98375.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,211535229,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073121.0
LPSED3KA5N,King,Auburn,WA,98001.0,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47.0,190146785,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029901.0
5YJ3E1EC1M,Whatcom,Bellingham,WA,98229.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,138768556,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000805.0
5YJ3E1EA2P,Pierce,Tacoma,WA,98405.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,233700659,POINT (-122.45153 47.251135),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061700.0
WP1AE2A26H,Kitsap,Silverdale,WA,98383.0,2017,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,23.0,213061264,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091206.0
7SAYGAEE5P,King,Bothell,WA,98011.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,229733766,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803.0
5YJYGAEE4M,King,Redmond,WA,98053.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,186789228,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
5YJ3E1EB9L,King,North Bend,WA,98045.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5.0,104978079,POINT (-121.7814012 47.4935316),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0
5YJYGDEE9M,King,Seattle,WA,98121.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,148959947,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.0
KNDC3DLC9N,King,Renton,WA,98056.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11.0,208461998,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202.0
WMW13DJ03R,King,Woodinville,WA,98072.0,2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,249749202,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032311.0
5YJ3E1EB4L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,48.0,125991771,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0
5YJ3E1EB7P,King,Seattle,WA,98106.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,224354875,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011300.0
1G1RA6S5XH,Island,Freeland,WA,98249.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,10.0,184570816,POINT (-122.544745 48.03024),PUGET SOUND ENERGY INC,53029971302.0
5YJXCBE21H,King,Redmond,WA,98052.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45.0,348389982,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
7SAYGDEE5N,Cook,Arlington Heights,IL,60004.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,,194364089,POINT (-87.98349 42.090145),NON WASHINGTON STATE ELECTRIC UTILITY,17031802608.0
KNDCD3LDXN,Skagit,Anacortes,WA,98221.0,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,40.0,203698428,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940403.0
KM8JBDA25P,Pierce,University Place,WA,98466.0,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,28.0,230038693,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072311.0
5YJ3E1EB5J,Snohomish,Snohomish,WA,98290.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,39.0,475741521,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052206.0
3FA6P0SU4H,King,Redmond,WA,98053.0,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,45.0,3233128,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
WP0AE2A75J,Snohomish,Monroe,WA,98272.0,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,39.0,198768776,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203.0
WBY1Z8C36H,King,Vashon,WA,98070.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,34.0,348632931,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701.0
KNDCC3LG6K,King,Seattle,WA,98103.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,36.0,211168338,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800.0
YV4H600N6P,Pierce,Eatonville,WA,98328.0,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2.0,228595678,POINT (-122.270565 46.86822),"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",53053073200.0
1G1FZ6S09P,King,Sammamish,WA,98074.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,229487044,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
1G1FY6S01K,Lewis,Chehalis,WA,98532.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,20.0,476000059,POINT (-122.96692 46.66113),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53041971300.0
1C4JJXR60P,Benton,Kennewick,WA,99338.0,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,16.0,240336862,POINT (-119.1973001 46.1911488),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010811.0
WVWPR7AU5K,Whatcom,Bellingham,WA,98225.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,40.0,131335123,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001101.0
YV4BR0DLXJ,Clark,Camas,WA,98607.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,18.0,136783475,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325.0
1G1RB6S55H,King,Kent,WA,98031.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,33.0,179437702,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206.0
SADHB2S12L,Spokane,Spokane,WA,99208.0,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,7.0,116645119,POINT (-117.40725 47.718625),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010508.0
1N4AZ1CPXJ,King,Seattle,WA,98144.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,37.0,110109135,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900.0
1FADP5CU5G,Thurston,Olympia,WA,98507.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22.0,339958097,POINT (-122.89602 47.04058),PUGET SOUND ENERGY INC,53067010100.0
JN1AZ0CP8C,Pierce,Lakewood,WA,98499.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,28.0,135269207,POINT (-122.5181098 47.1712579),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071902.0
1N4AZ1BV9P,Snohomish,Edmonds,WA,98026.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,238815188,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050900.0
7SAYGDEE5N,Snohomish,Mukilteo,WA,98275.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,196738279,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042005.0
1N4AZ0CP3G,San Juan,Friday Harbor,WA,98250.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40.0,181010784,POINT (-123.0219704 48.5316467),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960301.0
